,date,open,high,low,close,volume,ema_9,ema_21,ema_55,ema_200,supertrend,cross_9_21,cross_9_55,cross_21_55,cross_21_200,cross_55_200,cross_price_9,cross_price_21,cross_price_55,cross_price_200,sup_signal,event,final_signal
117,2023-03-30 23:10:00,6099.0,6099.0,6092.0,6093.0,22.0,6100.1437683996155,6099.6990827011905,6099.043327858044,,6108.53903790278,green,no,green,no,no,red,no,no,no,red,WHEN SUPERTREND SIGNAL CHANGED TO RED,sell
118,2023-03-30 23:11:00,6093.0,6094.0,6091.0,6093.0,25.0,6098.715014719693,6099.0900751829,6098.827494720257,,6105.135134112502,red,no,green,no,no,red,no,no,no,red,WHEN EMA9 CROSSED EMA21 TO RED,sell
119,2023-03-30 23:12:00,6092.0,6093.0,6087.0,6089.0,13.0,6096.772011775754,6098.172795620819,6098.476512765962,,6103.171620701252,red,no,red,no,no,red,no,no,no,red,WHEN EMA21 CROSSED EMA55 TO RED,sell
120,2023-03-30 23:13:00,6088.0,6088.0,6082.0,6082.0,27.0,6093.817609420604,6096.702541473472,6097.888065881463,,6098.954458631127,red,no,red,no,no,red,no,no,no,red,NA,NA
121,2023-03-30 23:14:00,6082.0,6087.0,6080.0,6087.0,44.0,6092.454087536483,6095.82049224861,6097.499206385697,,6098.159012768014,red,no,red,no,no,red,no,no,no,red,NA,NA
122,2023-03-30 23:15:00,6085.0,6087.0,6082.0,6082.0,28.0,6090.363270029186,6094.564083862373,6096.945663300494,,6098.159012768014,red,no,red,no,no,red,no,no,no,red,NA,NA
123,2023-03-30 23:16:00,6082.0,6083.0,6074.0,6074.0,46.0,6087.090616023349,6092.694621693066,6096.126175325477,,6094.423800342091,red,no,red,no,no,red,no,no,no,red,NA,NA
124,2023-03-30 23:17:00,6077.0,6083.0,6077.0,6083.0,28.0,6086.272492818679,6091.8132924482425,6095.657383349567,,6094.423800342091,red,no,red,no,no,red,no,no,no,red,NA,NA
125,2023-03-30 23:18:00,6082.0,6092.0,6082.0,6092.0,31.0,6087.417994254944,6091.830265862039,6095.526762515654,,6094.423800342091,red,no,red,no,no,green,no,no,no,red,NA,NA
126,2023-03-30 23:19:00,6093.0,6095.0,6091.0,6094.0,17.0,6088.734395403955,6092.027514420035,6095.472235282952,,6094.423800342091,red,no,red,no,no,green,no,no,no,red,NA,NA
127,2023-03-30 23:20:00,6095.0,6097.0,6093.0,6097.0,32.0,6090.387516323164,6092.479558563668,6095.526798308561,,6077.874094595554,red,no,red,no,no,green,no,no,no,green,WHEN SUPERTREND SIGNAL CHANGED TO GREEN,buy
128,2023-03-30 23:21:00,6097.0,6098.0,6095.0,6096.0,14.0,6091.5100130585315,6092.799598694244,6095.54369836897,,6080.186685135998,red,no,red,no,no,green,no,no,no,green,NA,NA
129,2023-03-30 23:22:00,6095.0,6098.0,6095.0,6096.0,12.0,6092.408010446825,6093.090544267495,6095.559994855792,,6080.918016622399,red,no,red,no,no,green,no,no,no,green,NA,NA
130,2023-03-30 23:23:00,6095.0,6096.0,6094.0,6095.0,13.0,6092.92640835746,6093.264131152268,6095.539995039514,,6080.918016622399,red,no,red,no,no,green,no,no,no,green,NA,NA
131,2023-03-30 23:24:00,6093.0,6100.0,6093.0,6100.0,19.0,6094.3411266859675,6093.876482865699,6095.6992809309595,,6081.2385934641425,green,no,red,no,no,green,no,no,no,green,WHEN EMA9 CROSSED EMA21 TO GREEN,buy
132,2023-03-30 23:25:00,6101.0,6105.0,6100.0,6105.0,22.0,6096.472901348774,6094.887711696089,6096.031449469139,,6087.264734117729,green,no,red,no,no,green,no,no,no,green,NA,NA
133,2023-03-30 23:26:00,6105.0,6108.0,6105.0,6107.0,15.0,6098.57832107902,6095.988828814627,6096.42318341667,,6091.888260705956,green,no,red,no,no,green,no,no,no,green,NA,NA
134,2023-03-30 23:27:00,6107.0,6110.0,6105.0,6108.0,23.0,6100.462656863216,6097.080753467842,6096.836641151789,,6092.84943463536,green,no,green,no,no,green,no,no,no,green,WHEN EMA21 CROSSED EMA55 TO GREEN,buy
135,2023-03-30 23:28:00,6108.0,6111.0,6107.0,6107.0,24.0,6101.770125490572,6097.982503152584,6097.199618253511,,6094.614491171824,green,no,green,no,no,green,no,no,no,green,NA,NA
136,2023-03-30 23:29:00,6110.0,6112.0,6106.0,6112.0,33.0,6103.816100392458,6099.256821047804,6097.728203315886,,6094.614491171824,green,no,green,no,no,green,no,no,no,green,NA,NA
137,2023-03-31 09:00:00,6108.0,6119.0,6106.0,6110.0,17.0,6105.052880313966,6100.233473679822,6098.166481768891,,6095.3277378491775,green,no,green,no,no,green,no,no,no,green,NA,NA
138,2023-03-31 09:01:00,6109.0,6112.0,6109.0,6110.0,9.0,6106.042304251173,6101.12133970893,6098.589107420002,,6095.3277378491775,green,no,green,no,no,green,no,no,no,green,NA,NA
139,2023-03-31 09:02:00,6111.0,6114.0,6110.0,6110.0,7.0,6106.833843400938,6101.928490644482,6098.996639297859,,6096.080467657834,green,no,green,no,no,green,no,no,no,green,NA,NA
140,2023-03-31 09:03:00,6114.0,6114.0,6111.0,6111.0,8.0,6107.667074720751,6102.7531733131655,6099.425330751506,,6096.972420892051,green,no,green,no,no,green,no,no,no,green,NA,NA
141,2023-03-31 09:04:00,6111.0,6112.0,6111.0,6111.0,10.0,6108.333659776601,6103.502884830151,6099.838711796096,,6097.225178802845,green,no,green,no,no,green,no,no,no,green,NA,NA
142,2023-03-31 09:05:00,6111.0,6113.0,6111.0,6112.0,7.0,6109.066927821281,6104.275349845591,6100.273043517664,,6098.552660922561,green,no,green,no,no,green,no,no,no,green,NA,NA
143,2023-03-31 09:06:00,6112.0,6113.0,6112.0,6112.0,7.0,6109.653542257025,6104.977590768719,6100.691863392033,,6100.097394830304,green,no,green,no,no,green,no,no,no,green,NA,NA
