Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-03-01 09:15:00+05:30,3341.050048828125,3354.5,3338.0,3343.39990234375,83728,0.0,0.0
2023-03-01 09:30:00+05:30,3343.449951171875,3371.64990234375,3338.550048828125,3370.0,115956,0.0,0.0
2023-03-01 09:45:00+05:30,3369.89990234375,3370.35009765625,3335.14990234375,3336.300048828125,114582,0.0,0.0
2023-03-01 10:00:00+05:30,3336.10009765625,3350.0,3336.10009765625,3342.949951171875,61110,0.0,0.0
2023-03-01 10:15:00+05:30,3342.10009765625,3362.050048828125,3340.449951171875,3359.0,57422,0.0,0.0
2023-03-01 10:30:00+05:30,3358.0,3364.10009765625,3354.449951171875,3360.550048828125,69883,0.0,0.0
2023-03-01 10:45:00+05:30,3360.699951171875,3361.89990234375,3354.39990234375,3359.64990234375,47196,0.0,0.0
2023-03-01 11:00:00+05:30,3360.199951171875,3363.39990234375,3358.5,3363.39990234375,33808,0.0,0.0
2023-03-01 11:15:00+05:30,3363.39990234375,3372.60009765625,3361.5,3369.5,55544,0.0,0.0
2023-03-01 11:30:00+05:30,3369.5,3375.0,3368.5,3372.300048828125,43691,0.0,0.0
2023-03-01 11:45:00+05:30,3372.0,3372.64990234375,3362.699951171875,3368.0,40871,0.0,0.0
2023-03-01 12:00:00+05:30,3368.0,3374.0,3365.0,3365.5,43169,0.0,0.0
2023-03-01 12:15:00+05:30,3365.5,3367.800048828125,3358.0,3367.300048828125,48312,0.0,0.0
2023-03-01 12:30:00+05:30,3367.300048828125,3370.0,3364.300048828125,3367.5,31582,0.0,0.0
2023-03-01 12:45:00+05:30,3367.5,3373.800048828125,3367.5,3371.949951171875,35140,0.0,0.0
2023-03-01 13:00:00+05:30,3371.949951171875,3376.75,3370.14990234375,3376.0,45133,0.0,0.0
2023-03-01 13:15:00+05:30,3376.0,3379.39990234375,3372.85009765625,3379.0,52036,0.0,0.0
2023-03-01 13:30:00+05:30,3377.550048828125,3381.550048828125,3374.050048828125,3378.14990234375,49526,0.0,0.0
2023-03-01 13:45:00+05:30,3378.89990234375,3383.89990234375,3377.0,3377.0,59355,0.0,0.0
2023-03-01 14:00:00+05:30,3376.5,3382.699951171875,3375.10009765625,3381.60009765625,45884,0.0,0.0
2023-03-01 14:15:00+05:30,3381.60009765625,3384.60009765625,3376.89990234375,3384.60009765625,47054,0.0,0.0
2023-03-01 14:30:00+05:30,3384.550048828125,3386.14990234375,3380.75,3384.10009765625,66287,0.0,0.0
2023-03-01 14:45:00+05:30,3384.75,3385.0,3380.10009765625,3383.39990234375,50897,0.0,0.0
2023-03-01 15:00:00+05:30,3384.449951171875,3387.0,3380.050048828125,3386.050048828125,119250,0.0,0.0
2023-03-01 15:15:00+05:30,3386.449951171875,3389.0,3384.449951171875,3385.699951171875,151265,0.0,0.0
2023-03-02 09:15:00+05:30,3364.0,3369.35009765625,3337.0,3339.14990234375,74620,0.0,0.0
2023-03-02 09:30:00+05:30,3338.89990234375,3343.75,3335.10009765625,3341.699951171875,90965,0.0,0.0
2023-03-02 09:45:00+05:30,3341.300048828125,3341.699951171875,3321.199951171875,3321.75,91712,0.0,0.0
2023-03-02 10:00:00+05:30,3322.050048828125,3328.0,3320.0,3326.5,51965,0.0,0.0
2023-03-02 10:15:00+05:30,3326.5,3326.5,3320.0,3323.949951171875,46633,0.0,0.0
2023-03-02 10:30:00+05:30,3324.0,3334.10009765625,3324.0,3333.0,53691,0.0,0.0
2023-03-02 10:45:00+05:30,3333.300048828125,3335.14990234375,3328.050048828125,3329.25,39442,0.0,0.0
2023-03-02 11:00:00+05:30,3329.39990234375,3335.0,3329.39990234375,3334.949951171875,25802,0.0,0.0
2023-03-02 11:15:00+05:30,3335.0,3337.5,3328.5,3331.0,35311,0.0,0.0
2023-03-02 11:30:00+05:30,3331.0,3337.5,3330.75,3336.10009765625,27834,0.0,0.0
2023-03-02 11:45:00+05:30,3336.10009765625,3339.89990234375,3335.25,3337.89990234375,32031,0.0,0.0
2023-03-02 12:00:00+05:30,3337.89990234375,3339.39990234375,3335.0,3337.39990234375,26425,0.0,0.0
2023-03-02 12:15:00+05:30,3337.199951171875,3337.300048828125,3330.449951171875,3335.0,24104,0.0,0.0
2023-03-02 12:30:00+05:30,3335.0,3335.0,3330.0,3330.300048828125,24091,0.0,0.0
2023-03-02 12:45:00+05:30,3330.35009765625,3338.0,3330.300048828125,3333.0,31319,0.0,0.0
2023-03-02 13:00:00+05:30,3333.050048828125,3335.0,3331.050048828125,3333.85009765625,29225,0.0,0.0
2023-03-02 13:15:00+05:30,3333.85009765625,3335.0,3330.199951171875,3331.10009765625,29577,0.0,0.0
2023-03-02 13:30:00+05:30,3331.10009765625,3331.699951171875,3321.39990234375,3321.39990234375,45405,0.0,0.0
2023-03-02 13:45:00+05:30,3321.5,3324.5,3321.0,3322.550048828125,40449,0.0,0.0
2023-03-02 14:00:00+05:30,3322.60009765625,3333.35009765625,3321.0,3331.0,46619,0.0,0.0
2023-03-02 14:15:00+05:30,3330.60009765625,3340.0,3328.35009765625,3330.75,80023,0.0,0.0
2023-03-02 14:30:00+05:30,3330.75,3334.699951171875,3324.60009765625,3326.39990234375,51373,0.0,0.0
2023-03-02 14:45:00+05:30,3326.39990234375,3327.0,3322.0,3322.949951171875,78338,0.0,0.0
2023-03-02 15:00:00+05:30,3322.64990234375,3324.550048828125,3318.0,3323.800048828125,182094,0.0,0.0
2023-03-02 15:15:00+05:30,3323.14990234375,3326.0,3319.75,3321.449951171875,182483,0.0,0.0
2023-03-03 09:15:00+05:30,3351.0,3355.800048828125,3342.39990234375,3348.699951171875,73573,0.0,0.0
2023-03-03 09:30:00+05:30,3350.0,3353.0,3335.0,3336.800048828125,55318,0.0,0.0
2023-03-03 09:45:00+05:30,3336.800048828125,3343.39990234375,3335.0,3340.25,38440,0.0,0.0
2023-03-03 10:00:00+05:30,3340.14990234375,3346.0,3338.10009765625,3345.199951171875,33176,0.0,0.0
2023-03-03 10:15:00+05:30,3345.35009765625,3351.300048828125,3343.050048828125,3345.699951171875,29952,0.0,0.0
2023-03-03 10:30:00+05:30,3346.0,3349.25,3345.35009765625,3348.050048828125,24819,0.0,0.0
2023-03-03 10:45:00+05:30,3348.449951171875,3351.949951171875,3341.10009765625,3343.39990234375,26456,0.0,0.0
2023-03-03 11:00:00+05:30,3343.949951171875,3345.449951171875,3341.550048828125,3343.39990234375,15953,0.0,0.0
2023-03-03 11:15:00+05:30,3343.39990234375,3346.60009765625,3338.550048828125,3345.800048828125,22407,0.0,0.0
2023-03-03 11:30:00+05:30,3345.800048828125,3348.0,3343.0,3343.050048828125,18014,0.0,0.0
