id,date,open,high,low,close,volume,ema_9,ema_21,ema_55,ema_200,supertrend,cross_9_21,cross_9_55,cross_21_55,cross_21_200,cross_55_200,cross_price_9,cross_price_21,cross_price_55,cross_price_200,sup_signal,event,final_signal
86,30-03-2023 22:39,6088,6092,6087,6091,16,6094.026253,6096.853796,6099.332173,,6100.190209,red,no,red,no,no,red,red,red,no,red,NA,NA
87,30-03-2023 22:40,6091,6095,6091,6093,20,6093.821003,6096.503451,6099.106024,,6100.190209,red,no,red,no,no,red,red,red,no,red,NA,NA
88,30-03-2023 22:41,6093,6096,6093,6096,5,6094.256802,6096.457682,6098.995095,,6100.190209,red,no,red,no,no,green,red,red,no,red,NA,NA
89,30-03-2023 22:42,6096,6098,6094,6097,14,6094.805442,6096.506984,6098.923841,,6100.190209,red,no,red,no,no,green,green,red,no,red,NA,NA
90,30-03-2023 22:43,6097,6098,6097,6098,6,6095.444353,6096.642713,6098.890847,,6100.190209,red,no,red,no,no,green,green,red,no,red,NA,NA
91,30-03-2023 22:44,6097,6098,6097,6098,7,6095.955483,6096.766102,6098.859031,,6100.190209,red,no,red,no,no,green,green,red,no,red,NA,NA
92,30-03-2023 22:45,6098,6098,6092,6092,10,6095.164386,6096.33282,6098.614066,,6100.190209,red,no,red,no,no,red,red,red,no,red,NA,NA
93,30-03-2023 22:46,6093,6094,6093,6094,5,6094.931509,6096.120746,6098.449278,,6100.190209,red,no,red,no,no,red,red,red,no,red,NA,NA
94,30-03-2023 22:47,6093,6095,6092,6095,6,6094.945207,6096.01886,6098.326089,,6100.190209,red,no,red,no,no,green,red,red,no,red,NA,NA
95,30-03-2023 22:48,6094,6094,6088,6088,7,6093.556166,6095.289873,6097.9573,,6100.190209,red,no,red,no,no,red,red,red,no,red,NA,NA
96,30-03-2023 22:49,6088,6094,6088,6094,12,6093.644933,6095.172611,6097.815968,,6100.190209,red,no,red,no,no,green,red,red,no,red,NA,NA
97,30-03-2023 22:50,6092,6097,6092,6096,12,6094.115946,6095.247829,6097.751112,,6100.190209,red,no,red,no,no,green,green,red,no,red,NA,NA
98,30-03-2023 22:51,6096,6100,6095,6095,12,6094.292757,6095.225299,6097.652858,,6100.190209,red,no,red,no,no,green,red,red,no,red,NA,NA
99,30-03-2023 22:52,6096,6098,6096,6098,3,6095.034205,6095.477544,6097.665256,,6100.190209,red,no,red,no,no,green,green,green,no,red,NA,NA
100,30-03-2023 22:53,6097,6099,6097,6099,4,6095.827364,6095.797768,6097.712925,,6100.190209,green,no,red,no,no,green,green,green,no,red,NA,NA
101,30-03-2023 22:54,6099,6099,6096,6096,7,6095.861892,6095.816152,6097.65175,,6100.190209,green,no,red,no,no,green,green,red,no,red,NA,NA
102,30-03-2023 22:55,6096,6098,6096,6098,2,6096.289513,6096.014684,6097.664187,,6100.190209,green,no,red,no,no,green,green,green,no,red,NA,NA
103,30-03-2023 22:56,6099,6100,6097,6100,12,6097.031611,6096.376985,6097.747609,,6100.190209,green,no,red,no,no,green,green,green,no,red,NA,NA
104,30-03-2023 22:57,6099,6101,6099,6100,4,6097.625288,6096.70635,6097.828052,,6100.190209,green,no,red,no,no,green,green,green,no,red,NA,NA
105,30-03-2023 22:58,6102,6102,6099,6099,9,6097.900231,6096.914864,6097.869907,,6100.190209,green,no,red,no,no,green,green,green,no,red,NA,NA
106,30-03-2023 22:59,6096,6098,6094,6096,10,6097.520185,6096.831695,6097.803124,,6100.190209,green,no,red,no,no,red,red,red,no,red,NA,NA
107,30-03-2023 23:00,6097,6102,6097,6101,11,6098.216148,6097.210631,6097.917299,,6088.364462,green,no,red,no,no,green,green,green,no,green,WHEN PRICE CROSSED EMA55 TO GREEN,buy
108,30-03-2023 23:01,6102,6103,6100,6102,15,6098.972918,6097.646029,6098.063109,,6090.578016,green,no,red,no,no,green,green,green,no,green,NA,NA
109,30-03-2023 23:02,6102,6102,6098,6101,6,6099.378335,6097.950935,6098.167998,,6090.578016,green,no,red,no,no,green,green,green,no,green,NA,NA
110,30-03-2023 23:03,6102,6104,6102,6104,7,6100.302668,6098.50085,6098.376284,,6092.173193,green,no,green,no,no,green,green,green,no,green,WHEN EMA21 CROSSED EMA55 TO GREEN,buy
111,30-03-2023 23:04,6105,6105,6103,6103,11,6100.842134,6098.909864,6098.541417,,6093.655874,green,no,green,no,no,green,green,green,no,green,NA,NA
112,30-03-2023 23:05,6103,6108,6103,6108,12,6102.273707,6099.73624,6098.879223,,6094.690286,green,no,green,no,no,green,green,green,no,green,NA,NA
113,30-03-2023 23:06,6108,6108,6101,6101,18,6102.018966,6099.851127,6098.954965,,6094.690286,green,no,green,no,no,red,green,green,no,green,NA,NA
114,30-03-2023 23:07,6103,6106,6100,6102,14,6102.015173,6100.046479,6099.063717,,6094.690286,green,no,green,no,no,red,green,green,no,green,NA,NA
115,30-03-2023 23:08,6102,6104,6102,6104,6,6102.412138,6100.40589,6099.240012,,6094.690286,green,no,green,no,no,green,green,green,no,green,NA,NA
116,30-03-2023 23:09,6102,6102,6100,6100,2,6101.92971,6100.368991,6099.267155,,6094.690286,green,no,green,no,no,red,red,green,no,green,NA,NA
117,30-03-2023 23:10,6099,6099,6092,6093,22,6100.143768,6099.699083,6099.043328,,6108.539038,green,no,green,no,no,red,red,red,no,red,WHEN SUPERTREND SIGNAL CHANGED TO RED,sell
118,30-03-2023 23:11,6093,6094,6091,6093,25,6098.715015,6099.090075,6098.827495,,6105.135134,red,no,green,no,no,red,red,red,no,red,WHEN EMA9 CROSSED EMA21 TO RED,sell
119,30-03-2023 23:12,6092,6093,6087,6089,13,6096.772012,6098.172796,6098.476513,,6103.171621,red,no,red,no,no,red,red,red,no,red,WHEN EMA21 CROSSED EMA55 TO RED,sell
120,30-03-2023 23:13,6088,6088,6082,6082,27,6093.817609,6096.702541,6097.888066,,6098.954459,red,no,red,no,no,red,red,red,no,red,NA,NA
121,30-03-2023 23:14,6082,6087,6080,6087,44,6092.454088,6095.820492,6097.499206,,6098.159013,red,no,red,no,no,red,red,red,no,red,NA,NA
122,30-03-2023 23:15,6085,6087,6082,6082,28,6090.36327,6094.564084,6096.945663,,6098.159013,red,no,red,no,no,red,red,red,no,red,NA,NA
123,30-03-2023 23:16,6082,6083,6074,6074,46,6087.090616,6092.694622,6096.126175,,6094.4238,red,no,red,no,no,red,red,red,no,red,NA,NA
124,30-03-2023 23:17,6077,6083,6077,6083,28,6086.272493,6091.813292,6095.657383,,6094.4238,red,no,red,no,no,red,red,red,no,red,NA,NA
125,30-03-2023 23:18,6082,6092,6082,6092,31,6087.417994,6091.830266,6095.526763,,6094.4238,red,no,red,no,no,green,green,red,no,red,NA,NA
126,30-03-2023 23:19,6093,6095,6091,6094,17,6088.734395,6092.027514,6095.472235,,6094.4238,red,no,red,no,no,green,green,red,no,red,NA,NA
127,30-03-2023 23:20,6095,6097,6093,6097,32,6090.387516,6092.479559,6095.526798,,6077.874095,red,no,red,no,no,green,green,green,no,green,WHEN SUPERTREND SIGNAL CHANGED TO GREEN,buy
128,30-03-2023 23:21,6097,6098,6095,6096,14,6091.510013,6092.799599,6095.543698,,6080.186685,red,no,red,no,no,green,green,green,no,green,NA,NA
129,30-03-2023 23:22,6095,6098,6095,6096,12,6092.40801,6093.090544,6095.559995,,6080.918017,red,no,red,no,no,green,green,green,no,green,NA,NA
130,30-03-2023 23:23,6095,6096,6094,6095,13,6092.926408,6093.264131,6095.539995,,6080.918017,red,no,red,no,no,green,green,red,no,green,NA,NA
131,30-03-2023 23:24,6093,6100,6093,6100,19,6094.341127,6093.876483,6095.699281,,6081.238593,green,no,red,no,no,green,green,green,no,green,WHEN PRICE CROSSED EMA55 TO GREEN,buy
132,30-03-2023 23:25,6101,6105,6100,6105,22,6096.472901,6094.887712,6096.031449,,6087.264734,green,no,red,no,no,green,green,green,no,green,NA,NA
133,30-03-2023 23:26,6105,6108,6105,6107,15,6098.578321,6095.988829,6096.423183,,6091.888261,green,no,red,no,no,green,green,green,no,green,NA,NA
134,30-03-2023 23:27,6107,6110,6105,6108,23,6100.462657,6097.080753,6096.836641,,6092.849435,green,no,green,no,no,green,green,green,no,green,WHEN EMA21 CROSSED EMA55 TO GREEN,buy
135,30-03-2023 23:28,6108,6111,6107,6107,24,6101.770125,6097.982503,6097.199618,,6094.614491,green,no,green,no,no,green,green,green,no,green,NA,NA
136,30-03-2023 23:29,6110,6112,6106,6112,33,6103.8161,6099.256821,6097.728203,,6094.614491,green,no,green,no,no,green,green,green,no,green,NA,NA
137,31-03-2023 09:00,6108,6119,6106,6110,17,6105.05288,6100.233474,6098.166482,,6095.327738,green,no,green,no,no,green,green,green,no,green,NA,NA
138,31-03-2023 09:01,6109,6112,6109,6110,9,6106.042304,6101.12134,6098.589107,,6095.327738,green,no,green,no,no,green,green,green,no,green,NA,NA
139,31-03-2023 09:02,6111,6114,6110,6110,7,6106.833843,6101.928491,6098.996639,,6096.080468,green,no,green,no,no,green,green,green,no,green,NA,NA
140,31-03-2023 09:03,6114,6114,6111,6111,8,6107.667075,6102.753173,6099.425331,,6096.972421,green,no,green,no,no,green,green,green,no,green,NA,NA
141,31-03-2023 09:04,6111,6112,6111,6111,10,6108.33366,6103.502885,6099.838712,,6097.225179,green,no,green,no,no,green,green,green,no,green,NA,NA
142,31-03-2023 09:05,6111,6113,6111,6112,7,6109.066928,6104.27535,6100.273044,,6098.552661,green,no,green,no,no,green,green,green,no,green,NA,NA
143,31-03-2023 09:06,6112,6113,6112,6112,7,6109.653542,6104.977591,6100.691863,,6100.097395,green,no,green,no,no,green,green,green,no,green,NA,NA
144,31-03-2023 09:07,6112,6112,6110,6110,3,6109.722834,6105.434173,6101.024297,,6100.097395,green,no,green,no,no,green,green,green,no,green,NA,NA
145,31-03-2023 09:08,6112,6113,6111,6111,10,6109.978267,6105.940158,6101.380572,,6100.51389,green,no,green,no,no,green,green,green,no,green,NA,NA
146,31-03-2023 09:09,6111,6111,6110,6110,6,6109.982614,6106.309234,6101.688409,,6100.51389,green,no,green,no,no,green,green,green,no,green,NA,NA
147,31-03-2023 09:10,6110,6111,6110,6111,6,6110.186091,6106.735667,6102.020966,,6100.626251,green,no,green,no,no,green,green,green,no,green,NA,NA
148,31-03-2023 09:11,6112,6112,6111,6112,6,6110.548873,6107.214243,6102.37736,,6102.313626,green,no,green,no,no,green,green,green,no,green,NA,NA
149,31-03-2023 09:13,6112,6112,6110,6110,5,6110.439098,6107.467494,6102.649597,,6102.313626,green,no,green,no,no,red,green,green,no,green,NA,NA
150,31-03-2023 09:14,6110,6113,6110,6112,21,6110.751279,6107.87954,6102.98354,,6102.619037,green,no,green,no,no,green,green,green,no,green,NA,NA
151,31-03-2023 09:15,6112,6114,6112,6114,2,6111.401023,6108.435945,6103.376985,,6104.407133,green,no,green,no,no,green,green,green,no,green,NA,NA
152,31-03-2023 09:16,6115,6115,6114,6114,5,6111.920818,6108.941768,6103.756378,,6106.46642,green,no,green,no,no,green,green,green,no,green,NA,NA
153,31-03-2023 09:17,6115,6115,6112,6112,6,6111.936655,6109.219789,6104.050793,,6106.46642,green,no,green,no,no,green,green,green,no,green,NA,NA
154,31-03-2023 09:18,6114,6114,6112,6114,3,6112.349324,6109.654354,6104.406122,,6106.46642,green,no,green,no,no,green,green,green,no,green,NA,NA
155,31-03-2023 09:19,6112,6113,6112,6113,4,6112.479459,6109.958504,6104.713046,,6106.46642,green,no,green,no,no,green,green,green,no,green,NA,NA
156,31-03-2023 09:20,6111,6111,6111,6111,1,6112.183567,6110.053185,6104.93758,,6106.46642,green,no,green,no,no,red,green,green,no,green,NA,NA
157,31-03-2023 09:21,6112,6112,6112,6112,2,6112.146854,6110.230168,6105.18981,,6106.46642,green,no,green,no,no,red,green,green,no,green,NA,NA
158,31-03-2023 09:22,6113,6114,6113,6114,6,6112.517483,6110.57288,6105.504459,,6106.512125,green,no,green,no,no,green,green,green,no,green,NA,NA
159,31-03-2023 09:23,6113,6116,6113,6116,31,6113.213986,6111.066255,6105.8793,,6107.310913,green,no,green,no,no,green,green,green,no,green,NA,NA
160,31-03-2023 09:24,6114,6116,6114,6116,3,6113.771189,6111.514777,6106.240754,,6107.929821,green,no,green,no,no,green,green,green,no,green,NA,NA
161,31-03-2023 09:25,6115,6115,6115,6115,4,6114.016951,6111.831616,6106.553584,,6108.336839,green,no,green,no,no,green,green,green,no,green,NA,NA
162,31-03-2023 09:26,6116,6116,6115,6115,5,6114.213561,6112.119651,6106.855241,,6109.203155,green,no,green,no,no,green,green,green,no,green,NA,NA
163,31-03-2023 09:27,6114,6114,6114,6114,2,6114.170849,6112.290591,6107.110411,,6109.203155,green,no,green,no,no,red,green,green,no,green,NA,NA
164,31-03-2023 09:28,6113,6113,6113,6113,2,6113.936679,6112.355083,6107.320754,,6109.203155,green,no,green,no,no,red,green,green,no,green,NA,NA
165,31-03-2023 09:29,6113,6114,6112,6113,8,6113.749343,6112.413712,6107.523584,,6109.203155,green,no,green,no,no,red,green,green,no,green,NA,NA
166,31-03-2023 09:30,6113,6113,6113,6113,1,6113.599475,6112.467011,6107.71917,,6109.203155,green,no,green,no,no,red,green,green,no,green,NA,NA
167,31-03-2023 09:31,6114,6116,6114,6116,3,6114.07958,6112.788192,6108.014914,,6109.480246,green,no,green,no,no,green,green,green,no,green,NA,NA
168,31-03-2023 09:32,6116,6116,6116,6116,4,6114.463664,6113.080174,6108.300096,,6111.032222,green,no,green,no,no,green,green,green,no,green,NA,NA
169,31-03-2023 09:33,6115,6116,6114,6114,6,6114.370931,6113.163795,6108.503664,,6111.032222,green,no,green,no,no,red,green,green,no,green,NA,NA
170,31-03-2023 09:34,6114,6115,6114,6115,3,6114.496745,6113.330722,6108.735676,,6111.032222,green,no,green,no,no,green,green,green,no,green,NA,NA
171,31-03-2023 09:35,6116,6116,6116,6116,2,6114.797396,6113.573384,6108.995116,,6111.32249,green,no,green,no,no,green,green,green,no,green,NA,NA
172,31-03-2023 09:36,6116,6116,6116,6116,4,6115.037917,6113.793986,6109.245291,,6111.790241,green,no,green,no,no,green,green,green,no,green,NA,NA
173,31-03-2023 09:37,6116,6116,6116,6116,2,6115.230333,6113.994532,6109.48653,,6112.211217,green,no,green,no,no,green,green,green,no,green,NA,NA
174,31-03-2023 09:38,6114,6116,6114,6116,3,6115.384267,6114.176848,6109.719154,,6112.211217,green,no,green,no,no,green,green,green,no,green,NA,NA
175,31-03-2023 09:39,6116,6116,6115,6116,4,6115.507413,6114.342589,6109.94347,,6112.211217,green,no,green,no,no,green,green,green,no,green,NA,NA
176,31-03-2023 09:40,6116,6117,6116,6117,3,6115.805931,6114.584172,6110.195489,,6112.681977,green,no,green,no,no,green,green,green,no,green,NA,NA
177,31-03-2023 09:41,6117,6117,6117,6117,3,6116.044745,6114.803792,6110.438507,,6113.563779,green,no,green,no,no,green,green,green,no,green,NA,NA
178,31-03-2023 09:42,6116,6118,6116,6118,4,6116.435796,6115.094357,6110.70856,,6113.563779,green,no,green,no,no,green,green,green,no,green,NA,NA
179,31-03-2023 09:43,6118,6119,6118,6119,4,6116.948637,6115.449415,6111.004683,,6114.876661,green,no,green,no,no,green,green,green,no,green,NA,NA
180,31-03-2023 09:44,6119,6119,6118,6119,4,6117.358909,6115.772196,6111.29023,,6114.938995,green,no,green,no,no,green,green,green,no,green,NA,NA
181,31-03-2023 09:45,6118,6119,6118,6119,3,6117.687127,6116.065632,6111.565579,,6114.995095,green,no,green,no,no,green,green,green,no,green,NA,NA
182,31-03-2023 09:46,6119,6119,6118,6119,7,6117.949702,6116.332393,6111.831094,,6115.045586,green,no,green,no,no,green,green,green,no,green,NA,NA
183,31-03-2023 09:47,6119,6120,6119,6119,6,6118.159762,6116.574903,6112.087127,,6116.091027,green,no,green,no,no,green,green,green,no,green,NA,NA
184,31-03-2023 09:48,6119,6121,6119,6121,5,6118.727809,6116.977184,6112.405444,,6116.331925,green,no,green,no,no,green,green,green,no,green,NA,NA
185,31-03-2023 09:49,6120,6120,6120,6120,4,6118.982247,6117.251986,6112.676678,,6116.398732,green,no,green,no,no,green,green,green,no,green,NA,NA
186,31-03-2023 09:50,6120,6121,6119,6121,4,6119.385798,6117.592714,6112.973939,,6116.398732,green,no,green,no,no,green,green,green,no,green,NA,NA
187,31-03-2023 09:51,6120,6121,6120,6121,13,6119.708638,6117.902468,6113.260584,,6116.742973,green,no,green,no,no,green,green,green,no,green,NA,NA
188,31-03-2023 09:52,6119,6119,6118,6119,3,6119.566911,6118.002243,6113.465563,,6116.742973,green,no,green,no,no,red,green,green,no,green,NA,NA
189,31-03-2023 09:53,6121,6121,6118,6120,4,6119.653529,6118.183857,6113.698936,,6116.742973,green,no,green,no,no,green,green,green,no,green,NA,NA
190,31-03-2023 09:54,6118,6121,6118,6120,5,6119.722823,6118.348961,6113.923974,,6116.742973,green,no,green,no,no,green,green,green,no,green,NA,NA
191,31-03-2023 09:55,6122,6122,6120,6122,6,6120.178258,6118.680874,6114.212404,,6116.742973,green,no,green,no,no,green,green,green,no,green,NA,NA
192,31-03-2023 09:56,6120,6122,6120,6121,4,6120.342607,6118.891704,6114.454818,,6116.742973,green,no,green,no,no,green,green,green,no,green,NA,NA
193,31-03-2023 09:57,6122,6124,6122,6123,4,6120.874085,6119.265185,6114.760003,,6117.299331,green,no,green,no,no,green,green,green,no,green,NA,NA
194,31-03-2023 09:58,6124,6124,6122,6123,8,6121.299268,6119.604714,6115.054288,,6117.299331,green,no,green,no,no,green,green,green,no,green,NA,NA
195,31-03-2023 09:59,6124,6124,6123,6123,2,6121.639415,6119.913376,6115.338064,,6118.042458,green,no,green,no,no,green,green,green,no,green,NA,NA
196,31-03-2023 10:00,6121,6121,6121,6121,5,6121.511532,6120.01216,6115.540276,,6118.042458,green,no,green,no,no,red,green,green,no,green,NA,NA
197,31-03-2023 10:01,6122,6123,6122,6122,4,6121.609225,6120.192873,6115.77098,,6118.042458,green,no,green,no,no,green,green,green,no,green,NA,NA
198,31-03-2023 10:02,6123,6124,6123,6124,3,6122.08738,6120.538975,6116.064874,,6118.042458,green,no,green,no,no,green,green,green,no,green,NA,NA
199,31-03-2023 10:03,6123,6123,6122,6122,3,6122.069904,6120.671796,6116.276843,6104.755,6118.042458,green,no,green,green,no,red,green,green,green,green,NA,NA
200,31-03-2023 10:04,6121,6123,6121,6123,2,6122.255923,6120.883451,6116.516955,6104.936542,6118.042458,green,no,green,green,no,green,green,green,green,green,NA,NA
201,31-03-2023 10:05,6123,6123,6122,6123,4,6122.404739,6121.075864,6116.748493,6105.116278,6118.042458,green,no,green,green,no,green,green,green,green,green,NA,NA
202,31-03-2023 10:06,6123,6126,6123,6126,11,6123.123791,6121.523513,6117.078904,6105.324076,6118.729456,green,no,green,green,no,green,green,green,green,green,NA,NA
203,31-03-2023 10:07,6126,6126,6126,6126,4,6123.699033,6121.930466,6117.397514,6105.529807,6120.80651,green,no,green,green,no,green,green,green,green,green,NA,NA
204,31-03-2023 10:08,6126,6126,6126,6126,2,6124.159226,6122.300424,6117.704746,6105.733491,6121.325859,green,no,green,green,no,green,green,green,green,green,NA,NA
205,31-03-2023 10:09,6126,6126,6126,6126,2,6124.527381,6122.636749,6118.001005,6105.935147,6121.793273,green,no,green,green,no,green,green,green,green,green,NA,NA
206,31-03-2023 10:10,6124,6125,6124,6125,2,6124.621905,6122.85159,6118.250969,6106.124847,6121.793273,green,no,green,green,no,green,green,green,green,green,NA,NA
207,31-03-2023 10:11,6126,6126,6124,6124,5,6124.497524,6122.955991,6118.456292,6106.30271,6121.793273,green,no,green,green,no,red,green,green,green,green,NA,NA
208,31-03-2023 10:12,6124,6125,6124,6125,4,6124.598019,6123.14181,6118.689995,6106.488752,6121.793273,green,no,green,green,no,green,green,green,green,green,NA,NA
209,31-03-2023 10:13,6125,6125,6124,6124,2,6124.478415,6123.219827,6118.879639,6106.662994,6121.793273,green,no,green,green,no,red,green,green,green,green,NA,NA
210,31-03-2023 10:14,6126,6127,6126,6127,3,6124.982732,6123.563479,6119.169651,6106.865352,6121.793273,green,no,green,green,no,green,green,green,green,green,NA,NA
211,31-03-2023 10:15,6127,6127,6126,6126,2,6125.186186,6123.784981,6119.413592,6107.055746,6121.944719,green,no,green,green,no,green,green,green,green,green,NA,NA
212,31-03-2023 10:16,6125,6125,6125,6125,2,6125.148949,6123.895437,6119.613107,6107.234296,6121.944719,green,no,green,green,no,red,green,green,green,green,NA,NA
213,31-03-2023 10:17,6125,6126,6124,6126,4,6125.319159,6124.086761,6119.84121,6107.42102,6121.944719,green,no,green,green,no,green,green,green,green,green,NA,NA
214,31-03-2023 10:18,6127,6127,6126,6126,3,6125.455327,6124.260692,6120.061167,6107.605885,6122.0962,green,no,green,green,no,green,green,green,green,green,NA,NA
215,31-03-2023 10:19,6126,6126,6126,6126,3,6125.564262,6124.418811,6120.273268,6107.788911,6122.0962,green,no,green,green,no,green,green,green,green,green,NA,NA
216,31-03-2023 10:20,6126,6126,6124,6124,2,6125.251409,6124.380737,6120.406366,6107.950215,6122.0962,green,no,green,green,no,red,red,green,green,green,NA,NA
217,31-03-2023 10:21,6125,6125,6125,6125,2,6125.201127,6124.437034,6120.570424,6108.119865,6122.0962,green,no,green,green,no,red,green,green,green,green,NA,NA
218,31-03-2023 10:22,6126,6127,6126,6127,2,6125.560902,6124.670031,6120.800052,6108.307727,6122.254667,green,no,green,green,no,green,green,green,green,green,NA,NA
219,31-03-2023 10:24,6127,6127,6127,6127,1,6125.848722,6124.881846,6121.021479,6108.49372,6123.1792,green,no,green,green,no,green,green,green,green,green,NA,NA
220,31-03-2023 10:25,6125,6125,6125,6125,1,6125.678977,6124.892587,6121.163569,6108.657961,6123.1792,green,no,green,green,no,red,green,green,green,green,NA,NA
221,31-03-2023 10:26,6125,6125,6124,6124,2,6125.343182,6124.811443,6121.26487,6108.810618,6123.1792,green,no,green,green,no,red,red,green,green,green,NA,NA
222,31-03-2023 10:27,6125,6125,6125,6125,2,6125.274545,6124.828585,6121.398267,6108.971707,6123.1792,green,no,green,green,no,red,green,green,green,green,NA,NA
223,31-03-2023 10:28,6125,6126,6124,6124,3,6125.019636,6124.753259,6121.491186,6109.121242,6123.1792,green,no,green,green,no,red,red,green,green,green,NA,NA
224,31-03-2023 10:29,6123,6123,6122,6122,4,6124.415709,6124.502963,6121.509358,6109.249389,6126.751504,red,no,green,green,no,red,red,green,green,red,WHEN EMA9 CROSSED EMA21 TO RED,sell
225,31-03-2023 10:30,6122,6122,6122,6122,3,6123.932567,6124.27542,6121.526881,6109.376261,6125.826354,red,no,green,green,no,red,red,green,green,red,NA,NA
226,31-03-2023 10:31,6123,6123,6122,6122,3,6123.546054,6124.068564,6121.543778,6109.50187,6125.826354,red,no,green,green,no,red,red,green,green,red,NA,NA
227,31-03-2023 10:32,6122,6122,6121,6121,2,6123.036843,6123.789604,6121.524358,6109.616279,6125.169346,red,no,green,green,no,red,red,red,green,red,WHEN PRICE CROSSED EMA55 TO RED,sell
228,31-03-2023 10:34,6122,6122,6117,6118,10,6122.029474,6123.263276,6121.398488,6109.699699,6124.302412,red,no,green,green,no,red,red,red,green,red,NA,NA
229,31-03-2023 10:35,6118,6118,6118,6118,3,6121.22358,6122.784796,6121.277113,6109.782289,6122.322171,red,no,green,green,no,red,red,red,green,red,NA,NA
230,31-03-2023 10:36,6119,6119,6119,6119,2,6120.778864,6122.440724,6121.195788,6109.874008,6122.322171,red,no,green,green,no,red,red,red,green,red,NA,NA
231,31-03-2023 10:37,6118,6118,6116,6116,3,6119.823091,6121.855204,6121.010224,6109.934963,6121.670958,red,no,green,green,no,red,red,red,green,red,NA,NA
232,31-03-2023 10:38,6116,6116,6116,6116,1,6119.058473,6121.322912,6120.831287,6109.995312,6120.203862,red,no,green,green,no,red,red,red,green,red,NA,NA
233,31-03-2023 10:39,6117,6117,6116,6116,2,6118.446778,6120.839011,6120.658741,6110.05506,6120.203862,red,no,green,green,no,red,red,red,green,red,NA,NA
234,31-03-2023 10:40,6116,6116,6116,6116,4,6117.957423,6120.399101,6120.492358,6110.114214,6119.675129,red,no,red,green,no,red,red,red,green,red,WHEN EMA21 CROSSED EMA55 TO RED,sell
235,31-03-2023 10:41,6116,6116,6116,6116,4,6117.565938,6119.999183,6120.331916,6110.172779,6119.307616,red,no,red,green,no,red,red,red,green,red,NA,NA
236,31-03-2023 10:42,6115,6115,6115,6115,4,6117.05275,6119.544712,6120.141491,6110.220811,6118.276854,red,no,red,green,no,red,red,red,green,red,NA,NA
237,31-03-2023 10:43,6115,6115,6115,6115,1,6116.6422,6119.131556,6119.957866,6110.268365,6117.949169,red,no,red,green,no,red,red,red,green,red,NA,NA
238,31-03-2023 10:44,6115,6115,6115,6115,2,6116.31376,6118.75596,6119.780799,6110.315446,6117.654252,red,no,red,green,no,red,red,red,green,red,NA,NA
239,31-03-2023 10:45,6116,6116,6116,6116,3,6116.251008,6118.505418,6119.645771,6110.372008,6117.654252,red,no,red,green,no,red,red,red,green,red,NA,NA
240,31-03-2023 10:46,6117,6117,6117,6117,3,6116.400807,6118.368562,6119.551279,6110.437959,6117.654252,red,no,red,green,no,green,red,red,green,red,NA,NA
241,31-03-2023 10:47,6117,6117,6117,6117,1,6116.520645,6118.244147,6119.460162,6110.503253,6117.654252,red,no,red,green,no,green,red,red,green,red,NA,NA
242,31-03-2023 10:48,6117,6117,6117,6117,3,6116.616516,6118.131043,6119.372299,6110.567897,6117.654252,red,no,red,green,no,green,red,red,green,red,NA,NA
243,31-03-2023 10:49,6117,6118,6117,6118,2,6116.893213,6118.11913,6119.323288,6110.641848,6115.217161,red,no,red,green,no,green,red,red,green,green,WHEN SUPERTREND SIGNAL CHANGED TO GREEN,buy
244,31-03-2023 10:50,6117,6117,6117,6117,2,6116.91457,6118.017391,6119.240314,6110.705113,6115.217161,red,no,red,green,no,green,red,red,green,green,NA,NA
245,31-03-2023 10:52,6118,6118,6117,6118,3,6117.131656,6118.01581,6119.196017,6110.777699,6115.217161,red,no,red,green,no,green,red,red,green,green,NA,NA
246,31-03-2023 10:53,6118,6118,6118,6118,2,6117.305325,6118.014373,6119.153302,6110.849563,6115.82281,red,no,red,green,no,green,red,red,green,green,NA,NA
247,31-03-2023 10:54,6117,6117,6117,6117,1,6117.24426,6117.922157,6119.076398,6110.910761,6115.82281,red,no,red,green,no,red,red,red,green,green,NA,NA
248,31-03-2023 10:56,6116,6118,6116,6118,6,6117.395408,6117.929234,6119.037956,6110.981301,6115.82281,red,no,red,green,no,green,green,red,green,green,NA,NA
249,31-03-2023 10:57,6118,6118,6118,6118,5,6117.516326,6117.935667,6119.000886,6111.051139,6115.82281,red,no,red,green,no,green,green,red,green,green,NA,NA
250,31-03-2023 10:58,6118,6118,6115,6115,4,6117.013061,6117.668788,6118.857997,6111.090431,6119.533154,red,no,red,green,no,red,red,red,green,red,WHEN SUPERTREND SIGNAL CHANGED TO RED,sell
251,31-03-2023 10:59,6116,6117,6116,6117,3,6117.010449,6117.607989,6118.79164,6111.149233,6119.533154,red,no,red,green,no,red,red,red,green,red,NA,NA
252,31-03-2023 11:00,6116,6118,6116,6118,3,6117.208359,6117.643627,6118.763367,6111.217399,6119.533154,red,no,red,green,no,green,green,red,green,red,NA,NA
253,31-03-2023 11:01,6119,6119,6119,6119,1,6117.566687,6117.766933,6118.771818,6111.294838,6119.533154,red,no,red,green,no,green,green,green,green,red,NA,NA
254,31-03-2023 11:02,6118,6118,6116,6116,4,6117.25335,6117.606303,6118.672825,6111.341656,6119.533154,red,no,red,green,no,red,red,red,green,red,WHEN PRICE CROSSED EMA55 TO RED,sell
255,31-03-2023 11:03,6117,6117,6115,6116,3,6117.00268,6117.460275,6118.577367,6111.388007,6119.533154,red,no,red,green,no,red,red,red,green,red,NA,NA
