,date,open,high,low,close,volume,EMA_9,EMA_21,EMA_55,EMA_200,EMA_Signal,Supertrend,Sup_Signal
49,2022-06-15,989.0,1007.0,988.0,989.9,2408630,1009.8763589625443,1024.5954910286648,,,Red,1070.2141431459165,No Signal
50,2022-06-16,1007.0,1007.0,961.65,964.95,3198618,1000.8910871700355,1019.1731736624225,,,Red,1070.2141431459165,No Signal
51,2022-06-17,952.4,963.15,944.05,958.75,4302066,992.4628697360283,1013.6801578749296,,,Red,1037.974458316262,No Signal
52,2022-06-20,965.0,966.0,952.1,960.05,1305407,985.9802957888227,1008.8046889772087,,,Red,1037.974458316262,No Signal
53,2022-06-21,971.7,999.9,963.65,986.6,2128325,986.1042366310581,1006.7860808883715,,,Red,1037.974458316262,No Signal
54,2022-06-22,977.95,979.0,959.15,961.3,2575065,981.1433893048466,1002.6509826257923,1056.0936363636365,,Red,1037.974458316262,No Signal
55,2022-06-23,962.1,977.5,958.6,971.25,2169033,979.1647114438772,999.7963478416293,1053.0635064935066,,Red,1037.974458316262,No Signal
56,2022-06-24,984.0,984.55,960.0,966.7,1922313,976.6717691551017,996.7875889469358,1049.97909554731,,Red,1037.974458316262,No Signal
57,2022-06-27,986.15,1006.8,984.2,992.35,3626024,979.8074153240814,996.3841717699416,1047.9209135634774,,Red,1037.974458316262,No Signal
58,2022-06-28,989.9,1007.0,983.25,1001.95,2702471,984.2359322592652,996.8901561544924,1046.2790952219245,,Red,1037.974458316262,No Signal
59,2022-06-29,985.1,1000.25,985.0,987.55,3150015,984.8987458074121,996.0410510495385,1044.1816275354272,,Red,1037.974458316262,No Signal
60,2022-06-30,990.0,996.55,969.95,973.25,3741119,982.5689966459297,993.9691373177623,1041.6483551234476,,Red,1037.974458316262,No Signal
61,2022-07-01,964.5,981.45,964.2,975.35,2827579,981.1251973167438,992.2764884706929,1039.2805567261817,,Red,1037.974458316262,No Signal
62,2022-07-04,975.35,989.5,973.45,984.6,2738846,981.820157853395,991.5786258824481,1037.3276797002466,,Red,1037.974458316262,No Signal
63,2022-07-05,987.4,1002.65,978.45,982.15,2476050,981.886126282716,990.7214780749529,1035.3570482823807,,Red,1037.974458316262,No Signal
64,2022-07-06,982.0,999.0,980.05,986.6,2998254,982.8289010261727,990.3467982499571,1033.6157251294385,,Red,1037.974458316262,No Signal
65,2022-07-07,997.0,1000.9,984.95,989.85,2985141,984.2331208209382,990.3016347726883,1032.0526635176727,,Red,1037.974458316262,No Signal
66,2022-07-08,999.0,999.0,979.15,983.55,3141642,984.0964966567506,989.687849793353,1030.3204255348987,,Red,1037.974458316262,No Signal
67,2022-07-11,975.0,979.15,940.0,943.55,5787815,975.9871973254004,985.4934998121391,1027.2214817657953,,Red,1034.5711862172295,No Signal
68,2022-07-12,935.0,948.55,924.4,927.8,5305354,966.3497578603203,980.2486361928537,1023.670714559874,,Red,1011.2165675955064,No Signal
69,2022-07-13,930.0,936.0,905.0,917.75,12874342,956.6298062882563,974.5669419935034,1019.8878318970213,,Red,997.0674108359559,No Signal
70,2022-07-14,926.15,927.55,892.3,903.0,4916497,945.903845030605,968.0608563577304,1015.7132664721277,,Red,989.4106697523603,No Signal
71,2022-07-15,896.0,905.0,877.35,883.15,5591590,933.353076024484,960.3416875979367,1010.978864098123,,Red,971.0071027771241,No Signal
72,2022-07-18,895.0,907.5,888.85,900.3,5156225,926.7424608195872,954.8833523617607,1007.0260475231901,,Red,971.0071027771241,No Signal
73,2022-07-19,890.0,897.5,885.0,889.7,4636293,919.3339686556698,948.957593056146,1002.835831540219,,Red,967.0785032494706,No Signal
74,2022-07-20,904.6,918.8,895.1,917.4,4827089,918.9471749245358,946.0887209601327,999.7845518423541,,Red,967.0785032494706,No Signal
75,2022-07-21,921.0,926.95,913.55,924.45,3498709,920.0477399396286,944.1215645092116,997.0940321336985,,Red,967.0785032494706,No Signal
76,2022-07-22,929.4,931.9,909.0,920.25,3514659,920.0881919517029,941.9514222811014,994.3496024146378,,Red,967.0785032494706,No Signal
77,2022-07-25,920.25,932.0,914.0,930.65,2120224,922.2005535613623,940.9240202555467,992.074616614115,,Red,967.0785032494706,No Signal
78,2022-07-26,928.5,929.65,911.1,913.5,2780103,920.4604428490899,938.4309275050424,989.2683803064681,,Red,967.0785032494706,No Signal
79,2022-07-27,912.1,929.35,911.1,928.45,1742497,922.058354279272,937.5235704591295,987.0962952955229,,Red,967.0785032494706,No Signal
80,2022-07-28,935.9,949.0,932.7,946.1,2843497,926.8666834234176,938.3032458719359,985.6321418921113,,Red,967.0785032494706,No Signal
81,2022-07-29,957.0,965.7,947.15,948.4,3617725,931.173346738734,939.2211326108509,984.3024225388217,,Red,967.0785032494706,No Signal
82,2022-08-01,954.0,956.5,945.2,952.15,2489519,935.3686773909873,940.3964841916826,983.1541217338638,,Red,967.0785032494706,No Signal
83,2022-08-02,952.15,953.85,941.05,951.05,2545241,938.5049419127898,941.3649856288024,982.0075459576544,,Red,967.0785032494706,No Signal
84,2022-08-03,951.0,961.8,950.05,957.2,4119614,942.2439535302319,942.8045323898203,981.1215621734525,,Red,967.0785032494706,No Signal
85,2022-08-04,965.0,969.95,945.8,958.1,3513266,945.4151628241856,944.1950294452912,980.2993635244006,,No Signal,967.0785032494706,No Signal
86,2022-08-05,962.9,964.95,955.0,957.75,2565683,947.8821302593485,945.4272994957192,979.4940291128149,,No Signal,967.0785032494706,No Signal
87,2022-08-08,957.75,968.0,950.05,966.05,1746911,951.5157042074788,947.3020904506538,979.0138852159287,,No Signal,967.0785032494706,No Signal
88,2022-08-10,966.05,967.0,948.1,952.05,3271939,951.6225633659831,947.7337185915035,978.0508893153598,,No Signal,967.0785032494706,No Signal
89,2022-08-11,965.0,968.5,958.75,962.35,3594584,953.7680506927865,949.0624714468213,977.4901432683827,,No Signal,967.0785032494706,No Signal
90,2022-08-12,964.0,964.0,954.0,956.4,3022304,954.2944405542291,949.7295194971102,976.7369238659404,,No Signal,967.0785032494706,No Signal
91,2022-08-16,969.0,969.0,952.65,958.2,2784861,955.0755524433833,950.4995631791911,976.0748908707283,,No Signal,967.0785032494706,No Signal
92,2022-08-17,963.0,982.9,955.0,980.6,4649125,960.1804419547067,953.2359665265374,976.2365019110593,,No Signal,913.0706133638092,Buy
93,2022-08-18,983.45,983.45,968.1,973.5,2829269,962.8443535637654,955.0781513877613,976.1387696999501,,No Signal,920.8785520274283,No Signal
94,2022-08-19,974.5,987.05,966.8,970.05,2880969,964.2854828510123,956.4392285343284,975.9213136392376,,No Signal,921.4431968246854,No Signal
95,2022-08-22,965.0,970.0,955.2,959.45,3616799,963.3183862808098,956.7129350312076,975.3330524378363,,No Signal,921.4431968246854,No Signal
96,2022-08-23,949.95,951.0,939.0,946.9,3753715,960.0347090246479,955.8208500283706,974.3175862793421,,No Signal,921.4431968246854,No Signal
97,2022-08-24,949.9,953.8,944.15,949.15,1494361,957.8577672197183,955.2144091167006,973.4187439122227,,No Signal,921.4431968246854,No Signal
98,2022-08-25,953.9,953.9,942.65,943.8,3316314,955.0462137757746,954.1767355606369,972.3609316296433,,No Signal,921.4431968246854,No Signal
99,2022-08-26,948.55,956.0,943.75,945.65,2195046,953.1669710206197,953.4015777823971,971.4069697857275,,Red,921.4431968246854,No Signal
100,2022-08-29,912.6,922.0,900.1,917.5,4974880,946.0335768164957,950.1377979839974,969.4817208648086,,Red,969.0078164112923,Sell
101,2022-08-30,926.9,945.25,923.7,938.95,2998417,944.6168614531966,949.1207254399976,968.391302262494,,Red,969.0078164112923,No Signal
102,2022-09-01,917.3,931.0,916.25,926.05,2953921,940.9034891625573,947.0233867636342,966.8791128959764,,Red,969.0078164112923,No Signal
103,2022-09-02,931.2,937.0,919.0,924.45,1750283,937.6127913300459,944.9712606942129,965.3637874354058,,Red,969.0078164112923,No Signal
104,2022-09-05,926.0,942.3,922.5,936.0,2279812,937.2902330640367,944.1556915401935,964.3150807412842,,Red,969.0078164112923,No Signal
105,2022-09-06,936.0,942.9,927.05,937.8,2108615,937.3921864512293,943.577901400176,963.3681135719526,,Red,969.0078164112923,No Signal
106,2022-09-07,927.0,932.55,923.1,931.7,2709547,936.2537491609835,942.4980921819781,962.2371095158114,,Red,969.0078164112923,No Signal
107,2022-09-08,936.4,940.9,928.0,931.05,3214686,935.2129993287867,941.457356529071,961.123284175961,,Red,969.0078164112923,No Signal
108,2022-09-09,939.0,953.0,934.3,948.5,2206526,937.8703994630293,942.09759684461,960.6724525982481,,Red,969.0078164112923,No Signal
109,2022-09-12,955.15,963.5,953.5,955.55,2517615,941.4063195704234,943.3205425860091,960.4895078625964,,Red,969.0078164112923,No Signal
110,2022-09-13,955.0,959.8,950.45,955.4,2442828,944.2050556563387,944.4186750781901,960.3077397246465,,Red,969.0078164112923,No Signal
111,2022-09-14,933.3,938.45,926.55,932.0,6761712,941.764044525071,943.2897046165364,959.2967490201949,,Red,969.0078164112923,No Signal
112,2022-09-15,936.5,936.7,916.3,919.9,2995215,937.3912356200568,941.1633678332149,957.8897222694736,,Red,969.0078164112923,No Signal
113,2022-09-16,915.1,918.0,893.4,896.9,5095937,929.2929884960455,937.1394253029226,955.7115179027068,,Red,964.6715758663703,No Signal
114,2022-09-19,897.95,907.15,887.5,897.8,2686561,922.9943907968363,933.5631139117478,953.6432494061816,,Red,956.2944182797332,No Signal
115,2022-09-20,902.3,920.85,902.0,914.0,1836721,921.195512637469,931.7846490106798,952.2274190702465,,Red,956.2944182797332,No Signal
116,2022-09-21,909.0,913.75,898.85,900.95,1819649,917.1464101099752,928.981499100618,950.3960826748805,,Red,956.2944182797332,No Signal
117,2022-09-22,897.6,904.9,889.75,897.65,2315711,913.2471280879802,926.1331810005618,948.5122940079204,,Red,954.5503559259255,No Signal
118,2022-09-23,896.5,912.6,892.0,895.85,2569608,909.7677024703842,923.3801645459653,946.6314977933519,,Red,954.5503559259255,No Signal
119,2022-09-26,891.25,917.4,882.0,906.7,4182702,909.1541619763074,921.8637859508775,945.2053728721608,,Red,954.5503559259255,No Signal
120,2022-09-27,911.25,921.45,907.6,918.75,3545337,911.0733295810459,921.5807145007977,944.2605381267265,,Red,954.5503559259255,No Signal
121,2022-09-28,913.0,926.95,911.85,920.8,4154139,913.0186636648367,921.5097404552706,943.4226617650577,,Red,954.5503559259255,No Signal
122,2022-09-29,927.0,931.0,916.6,923.05,2928360,915.0249309318693,921.6497640502461,942.6950667020199,,Red,954.5503559259255,No Signal
123,2022-09-30,921.9,935.55,910.05,932.35,3229901,918.4899447454954,922.6225127729509,942.3256000340906,,Red,954.5503559259255,No Signal
124,2022-10-03,932.35,932.85,916.0,930.25,1598950,920.8419557963964,923.3159207026827,941.8943286043017,,Red,954.5503559259255,No Signal
125,2022-10-04,942.5,951.0,937.05,946.0,2331351,925.8735646371172,925.3781097297115,942.0409597255766,,No Signal,954.5503559259255,No Signal
126,2022-10-06,955.5,967.95,955.5,964.55,3713623,933.6088517096937,928.939190663374,942.8448540210917,,No Signal,902.0951260631789,Buy
127,2022-10-07,965.0,972.95,955.0,957.7,2174327,938.4270813677549,931.5538096939764,943.3753949489098,,No Signal,904.9231134568611,No Signal
128,2022-10-10,942.2,967.15,942.2,963.25,2758812,943.391665094204,934.4352815399785,944.0852022721631,,No Signal,904.9231134568611,No Signal
129,2022-10-11,968.1,972.0,936.0,938.6,3134969,942.4333320753632,934.8138923090714,943.8893021910144,,No Signal,904.9231134568611,No Signal
130,2022-10-12,943.3,963.9,943.3,952.0,3502390,944.3466656602906,936.3762657355195,944.1789699699067,,No Signal,904.9231134568611,No Signal
131,2022-10-13,972.05,989.05,969.3,982.1,9698562,951.8973325282325,940.5329688504722,945.5332924709815,,No Signal,908.2804922390465,No Signal
132,2022-10-14,1005.0,1023.0,994.0,1002.55,7424383,962.027866022586,946.1708807731566,947.5696034541606,,No Signal,932.4249430151419,No Signal
133,2022-10-17,1005.7,1006.8,991.1,994.6,2136170,968.5422928180687,950.5735279755969,949.2492604736549,,Green,932.4249430151419,No Signal
134,2022-10-18,1000.0,1013.65,999.1,1009.2,2487826,976.673834254455,955.9032072505427,951.3903583138815,,Green,934.800203842265,No Signal
135,2022-10-19,1006.5,1006.5,994.0,995.65,2517099,980.4690674035639,959.5165520459478,952.9710598026714,,Green,934.800203842265,No Signal
136,2022-10-20,990.0,1019.3,988.0,1017.4,3931399,987.8552539228511,964.7786836781344,955.2720933811474,,Green,934.800203842265,No Signal
137,2022-10-21,1022.5,1029.9,1011.6,1027.2,2071897,995.7242031382809,970.453348798304,957.8409471889636,,Green,950.9373736010111,No Signal
138,2022-10-24,1035.0,1038.85,1030.0,1031.6,398105,1002.8993625106248,976.0121352711855,960.475199075072,,Green,968.09863624091,No Signal
139,2022-10-25,1036.0,1037.25,1020.9,1026.5,3068136,1007.6194900084998,980.6019411556232,962.8332276795338,,Green,968.09863624091,No Signal
140,2022-10-27,1031.0,1037.45,1019.6,1032.05,3313674,1012.5055920067998,985.2790374142029,965.3052552624076,,Green,968.09863624091,No Signal
141,2022-10-28,1031.95,1039.75,1025.5,1030.0,2423629,1016.0044736054399,989.3445794674572,967.6157818601788,,Green,971.2055308196234,No Signal
142,2022-10-31,1039.0,1052.5,1036.4,1041.15,2418565,1021.033578884352,994.0541631522337,970.242003936601,,Green,982.4224777376611,No Signal
143,2022-11-01,1049.0,1061.85,1045.0,1060.05,2275488,1028.8368631074816,1000.0537846838489,973.4494323674367,,Green,991.390229963895,No Signal
144,2022-11-02,1064.95,1066.35,1042.5,1045.2,2799322,1032.1094904859854,1004.1579860762263,976.0119526400282,,Green,991.4387069675055,No Signal
145,2022-11-03,1034.0,1049.2,1033.1,1045.15,2396164,1034.7175923887883,1007.8845327965694,978.48116861717,,Green,991.4387069675055,No Signal
146,2022-11-04,1045.15,1049.0,1033.45,1045.35,1709158,1036.8440739110306,1011.2904843605176,980.8693411665569,,Green,991.4387069675055,No Signal
147,2022-11-07,1048.1,1055.7,1038.65,1047.15,2213508,1038.9052591288246,1014.5504403277432,983.2365075534656,,Green,991.4387069675055,No Signal
148,2022-11-09,1060.9,1061.45,1049.2,1053.45,2307691,1041.8142073030597,1018.086763934312,985.744132283699,,Green,997.8064731413805,No Signal
149,2022-11-10,1050.0,1062.4,1047.05,1052.45,2321667,1043.9413658424478,1021.2106944857381,988.1264847021382,,Green,998.3533258272422,No Signal
150,2022-11-11,1071.0,1098.7,1069.1,1090.65,3923101,1053.2830926739582,1027.5233586233983,991.7880388199189,,Green,1019.2904932445182,No Signal
151,2022-11-14,1095.0,1102.95,1090.05,1099.0,2170007,1062.4264741391667,1034.0212351121802,995.6170374334932,,Green,1034.4814439200663,No Signal
152,2022-11-15,1093.5,1106.1,1088.9,1103.9,2172420,1070.7211793113333,1040.373850101982,999.4842860965828,,Green,1036.5232995280596,No Signal
153,2022-11-16,1107.5,1112.45,1099.35,1105.2,2213697,1077.6169434490666,1046.2671364563473,1003.2598473074191,,Green,1047.0909695752537,No Signal
154,2022-11-17,1095.1,1100.6,1089.1,1092.55,2460883,1080.6035547592533,1050.4746695057702,1006.4487813321541,,Green,1047.0909695752537,No Signal
155,2022-11-18,1098.05,1106.0,1084.0,1103.15,2623894,1085.1128438074027,1055.2633359143365,1009.9023962845772,,Green,1047.0909695752537,No Signal
156,2022-11-21,1098.9,1106.35,1092.6,1095.5,1733741,1087.1902750459221,1058.9212144675787,1012.959453560128,,Green,1047.0909695752537,No Signal
157,2022-11-22,1091.1,1105.9,1088.0,1103.4,2529146,1090.4322200367378,1062.9647404250716,1016.1894730758378,,Green,1047.0909695752537,No Signal
158,2022-11-23,1108.95,1111.5,1099.75,1103.4,2217599,1093.0257760293903,1066.6406731137015,1019.3041347517008,,Green,1051.2192426244915,No Signal
159,2022-11-24,1106.0,1135.0,1103.5,1129.6,3295202,1100.3406208235122,1072.364248285183,1023.2432727962829,,Green,1060.8048183620424,No Signal
160,2022-11-25,1135.2,1137.55,1120.65,1128.2,1977441,1105.9124966588097,1077.4402257138029,1026.9917273392728,,Green,1071.4293365258382,No Signal
161,2022-11-28,1125.0,1132.75,1117.0,1118.8,2368293,1108.4899973270478,1081.2002051943662,1030.270594220013,,Green,1071.4293365258382,No Signal
162,2022-11-29,1118.8,1138.75,1118.05,1128.95,1785948,1112.5819978616382,1085.541095631242,1033.7948587121555,,Green,1071.4293365258382,No Signal
163,2022-11-30,1127.0,1129.9,1117.0,1120.8,6053488,1114.2255982893105,1088.7464505738562,1036.9021851867215,,Green,1071.4293365258382,No Signal
164,2022-12-01,1130.0,1150.65,1128.4,1136.4,3919684,1118.6604786314483,1093.0785914307785,1040.45567857291,,Green,1080.7746526946025,No Signal
165,2022-12-02,1136.4,1140.4,1123.85,1135.55,2944923,1122.0383829051586,1096.939628573435,1043.8519043381632,,Green,1080.7746526946025,No Signal
166,2022-12-05,1133.25,1141.95,1127.2,1130.85,2646466,1123.8007063241268,1100.0223896122136,1046.9589791832288,,Green,1080.7746526946025,No Signal
167,2022-12-06,1121.6,1125.0,1107.0,1120.95,2807894,1123.2305650593014,1101.9248996474669,1049.6015156409708,,Green,1080.7746526946025,No Signal
168,2022-12-07,1114.0,1116.6,1102.0,1105.9,2399879,1119.7644520474412,1102.2862724067882,1051.6121757966505,,Green,1080.7746526946025,No Signal
169,2022-12-08,1113.75,1113.75,1098.8,1101.35,1752350,1116.081561637953,1102.2011567334437,1053.3885266610557,,Green,1080.7746526946025,No Signal
170,2022-12-09,1075.0,1075.0,1020.7,1027.5,12415478,1098.3652493103623,1095.410142484949,1052.463936423161,,Green,1122.9597136723278,Sell
171,2022-12-12,1025.0,1039.15,1012.45,1028.4,4275785,1084.3721994482898,1089.3183113499535,1051.6045101223337,,Red,1101.4087423050953,No Signal
172,2022-12-13,1032.1,1046.9,1031.1,1044.7,2284909,1076.4377595586318,1085.2621012272305,1051.3579204751074,,Red,1101.4087423050953,No Signal
173,2022-12-14,1045.0,1057.3,1045.0,1056.2,2425507,1072.3902076469055,1082.620092024755,1051.5308518867107,,Red,1101.4087423050953,No Signal
174,2022-12-15,1051.55,1051.8,1037.1,1042.35,1906369,1066.3821661175243,1078.959174567959,1051.2029643193282,,Red,1101.4087423050953,No Signal
175,2022-12-16,1030.0,1046.45,1022.35,1029.65,5159215,1059.0357328940195,1074.4765223345082,1050.433215593638,,Red,1101.4087423050953,No Signal
176,2022-12-19,1029.65,1037.5,1023.35,1033.25,3328172,1053.8785863152157,1070.7286566677346,1049.8195293224364,,Red,1096.8614812437356,No Signal
177,2022-12-20,1027.0,1033.35,1011.5,1029.7,2629849,1049.0428690521726,1066.9987787888497,1049.100974703778,,Red,1088.7728331193618,No Signal
178,2022-12-21,1035.0,1053.25,1035.0,1040.35,2878658,1047.3042952417381,1064.576162535318,1048.7884398929289,,Red,1088.7728331193618,No Signal
179,2022-12-22,1046.0,1054.65,1033.6,1039.1,2623451,1045.6634361933905,1062.26014775938,1048.4424241824672,,Red,1088.7728331193618,No Signal
180,2022-12-23,1029.5,1044.1,1027.1,1030.6,2177675,1042.6507489547123,1059.3819525085273,1047.8051947473791,,Red,1088.7728331193618,No Signal
181,2022-12-26,1031.0,1041.75,1029.0,1031.7,1680715,1040.4605991637698,1056.8654113713885,1047.230009220687,,Red,1088.7728331193618,No Signal
182,2022-12-27,1039.0,1040.75,1030.35,1036.35,554319,1039.6384793310158,1055.0003739739896,1046.8414374628053,,Red,1088.7728331193618,No Signal
183,2022-12-28,1030.0,1038.3,1026.5,1035.45,1397806,1038.8007834648126,1053.2230672490814,1046.4346004105623,,Red,1088.7728331193618,No Signal
184,2022-12-29,1030.0,1046.0,1028.1,1044.45,1277244,1039.93062677185,1052.4255156809832,1046.3637218244708,,Red,1088.7728331193618,No Signal
185,2022-12-30,1050.0,1055.25,1034.3,1039.3,1860560,1039.80450141748,1051.232286982712,1046.1114460450253,,Red,1088.7728331193618,No Signal
186,2023-01-02,1039.1,1042.5,1031.5,1039.45,701880,1039.733601133984,1050.1611699842836,1045.873537257703,,Red,1088.7728331193618,No Signal
187,2023-01-03,1039.0,1045.8,1033.5,1041.35,2484372,1040.0568809071872,1049.360154531167,1045.7119823556422,,Red,1088.7728331193618,No Signal
188,2023-01-04,1036.2,1042.0,1031.5,1036.6,1219170,1039.3655047257498,1048.200140482879,1045.3865544143694,,Red,1087.5029475613085,No Signal
189,2023-01-05,1041.8,1049.8,1033.1,1044.1,2294943,1040.3124037805999,1047.827400438981,1045.3406060424277,,Red,1087.5029475613085,No Signal
190,2023-01-06,1044.0,1047.9,1025.25,1032.8,1887689,1038.80992302448,1046.4612731263462,1044.8927272551982,,Red,1087.5029475613085,No Signal
191,2023-01-09,1044.95,1071.0,1040.05,1067.45,4562242,1044.537938419584,1048.3693392057694,1045.6983441389411,,Red,1087.5029475613085,No Signal
192,2023-01-10,1061.0,1072.6,1056.3,1063.85,2297082,1048.4003507356672,1049.7766720052448,1046.3466175625504,,Red,1087.5029475613085,No Signal
193,2023-01-11,1069.0,1079.6,1050.55,1054.8,3594167,1049.6802805885338,1050.2333381865863,1046.6485240781735,,Red,1087.5029475613085,No Signal
194,2023-01-12,1061.0,1074.5,1061.0,1071.65,4748542,1054.0742244708272,1052.1803074423512,1047.5414339325246,,Green,1087.5029475613085,No Signal
195,2023-01-13,1043.9,1084.0,1041.0,1077.8,8253765,1058.8193795766617,1054.5093704021374,1048.622097006363,,Green,1087.5029475613085,No Signal
196,2023-01-16,1087.0,1100.45,1078.55,1093.7,4508538,1065.7955036613293,1058.072154911034,1050.2320221132786,,Green,1022.1244318000072,Buy
